mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_subsample;param_objective;param_n_estimators;param_min_child_weight;param_max_depth;param_learning_rate;param_colsample_bytree;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;mean_test_score;std_test_score;rank_test_score
1.502;0.021;0.012;0.001;0.5;reg:squarederror;100;3;3;0.001;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.277;-0.293;-0.286;-0.319;-0.294;0.016;342
1.136;0.067;0.012;0.005;0.8;reg:squarederror;100;3;3;0.001;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;343
1.212;0.045;0.013;0.002;0.7;reg:squarederror;100;3;3;0.001;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;344
4.785;0.103;0.022;0.002;1.0;reg:squarederror;100;5;9;0.001;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.278;-0.294;-0.285;-0.320;-0.294;0.016;345
1.160;0.042;0.019;0.013;0.7;reg:squarederror;100;1;3;0.001;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;346
1.460;0.022;0.016;0.003;0.7;reg:squarederror;100;5;5;0.001;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;347
4.200;0.060;0.028;0.006;0.5;reg:squarederror;100;10;9;0.001;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.7};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;348
1.413;0.041;0.019;0.003;0.7;reg:squarederror;100;1;5;0.001;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;349
3.590;0.051;0.025;0.006;1.0;reg:squarederror;100;5;9;0.001;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.278;-0.294;-0.286;-0.320;-0.294;0.016;350
2.522;0.079;0.018;0.005;0.5;reg:squarederror;100;3;7;0.001;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.278;-0.294;-0.286;-0.320;-0.295;0.016;351
3.590;0.078;0.024;0.008;0.8;reg:squarederror;100;3;9;0.001;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.278;-0.294;-0.286;-0.320;-0.295;0.016;352
4.142;0.063;0.015;0.002;0.5;reg:squarederror;100;5;7;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.262;-0.260;-0.291;-0.367;-0.295;0.043;353
5.163;0.336;0.031;0.013;1.0;reg:squarederror;100;1;9;0.001;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.5};-0.278;-0.295;-0.287;-0.320;-0.295;0.016;354
1.869;0.066;0.019;0.003;0.5;reg:squarederror;100;3;9;0.001;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.001, 'colsample_bytree': 0.25};-0.280;-0.296;-0.288;-0.323;-0.297;0.016;355
1.559;0.020;0.010;0.000;0.8;reg:squarederror;100;5;5;0.5;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.303;-0.272;-0.297;-0.331;-0.301;0.021;356
3.775;0.115;0.019;0.003;0.5;reg:squarederror;200;3;5;0.25;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.309;-0.237;-0.246;-0.421;-0.303;0.073;357
6.297;0.078;0.038;0.007;0.5;reg:squarederror;200;1;9;0.25;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.5};-0.335;-0.275;-0.262;-0.344;-0.304;0.036;358
1.657;0.020;0.010;0.000;0.8;reg:squarederror;100;3;5;0.5;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.293;-0.282;-0.298;-0.413;-0.321;0.053;359
7.145;0.100;0.034;0.001;1.0;reg:squarederror;200;3;9;0.5;0.5;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.288;-0.265;-0.308;-0.467;-0.332;0.079;360
3.939;0.184;0.050;0.020;1.0;reg:squarederror;200;3;9;0.5;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.280;-0.299;-0.308;-0.456;-0.336;0.070;361
7.514;0.094;0.022;0.004;1.0;reg:squarederror;200;3;5;0.5;1.0;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.319;-0.301;-0.308;-0.422;-0.337;0.050;362
2.250;0.048;0.017;0.003;0.7;reg:squarederror;100;10;5;0.5;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.321;-0.302;-0.336;-0.393;-0.338;0.034;363
5.481;0.163;0.018;0.005;0.5;reg:squarederror;100;5;9;0.25;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 1.0};-0.308;-0.374;-0.338;-0.381;-0.350;0.029;364
6.779;0.080;0.027;0.004;1.0;reg:squarederror;200;5;7;0.5;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.356;-0.344;-0.280;-0.426;-0.351;0.052;365
2.632;0.133;0.015;0.003;0.8;reg:squarederror;100;5;5;0.5;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.344;-0.308;-0.297;-0.460;-0.352;0.065;366
3.517;0.157;0.023;0.004;1.0;reg:squarederror;200;3;7;0.5;0.25;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.310;-0.297;-0.348;-0.466;-0.355;0.067;367
2.927;0.024;0.021;0.001;0.8;reg:squarederror;200;1;5;0.5;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.318;-0.348;-0.330;-0.456;-0.363;0.055;368
5.164;0.147;0.019;0.000;1.0;reg:squarederror;200;10;7;0.5;0.7;{'subsample': 1.0, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.369;-0.277;-0.340;-0.467;-0.363;0.068;369
3.658;0.060;0.036;0.002;0.5;reg:squarederror;200;5;9;0.25;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.25};-0.317;-0.348;-0.345;-0.493;-0.376;0.069;370
2.266;0.042;0.014;0.002;0.5;reg:squarederror;200;3;3;0.5;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.355;-0.318;-0.284;-0.556;-0.378;0.106;371
3.513;0.113;0.037;0.013;0.8;reg:squarederror;200;1;7;0.5;0.25;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.332;-0.348;-0.381;-0.486;-0.387;0.060;372
7.562;0.079;0.030;0.004;0.5;reg:squarederror;200;10;9;0.25;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.25, 'colsample_bytree': 0.7};-0.340;-0.373;-0.301;-0.534;-0.387;0.089;373
3.503;0.060;0.018;0.002;0.8;reg:squarederror;100;1;7;0.5;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.347;-0.363;-0.271;-0.588;-0.392;0.118;374
3.278;0.061;0.019;0.009;0.5;reg:squarederror;200;10;3;0.5;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.362;-0.344;-0.364;-0.499;-0.392;0.062;375
1.852;0.020;0.011;0.000;0.7;reg:squarederror;100;5;5;0.5;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.337;-0.334;-0.311;-0.634;-0.404;0.133;376
1.192;0.022;0.012;0.000;0.7;reg:squarederror;100;3;7;0.5;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.319;-0.414;-0.411;-0.609;-0.438;0.106;377
7.237;0.186;0.037;0.004;0.8;reg:squarederror;200;5;9;0.5;0.5;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.384;-0.436;-0.366;-0.574;-0.440;0.082;378
2.959;0.108;0.019;0.001;0.7;reg:squarederror;100;1;7;0.5;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.428;-0.358;-0.451;-0.531;-0.442;0.062;379
7.071;0.091;0.021;0.001;0.8;reg:squarederror;200;1;5;0.5;1.0;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.397;-0.440;-0.405;-0.577;-0.455;0.072;380
5.574;0.044;0.029;0.005;0.7;reg:squarederror;200;1;7;0.5;0.5;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.444;-0.426;-0.459;-0.556;-0.471;0.050;381
7.664;0.118;0.028;0.003;0.8;reg:squarederror;200;10;7;0.5;0.7;{'subsample': 0.8, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.414;-0.444;-0.475;-0.613;-0.487;0.076;382
1.961;0.017;0.014;0.003;0.5;reg:squarederror;100;10;5;0.5;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.432;-0.381;-0.519;-0.618;-0.487;0.090;383
3.490;0.101;0.027;0.012;0.7;reg:squarederror;100;3;7;0.5;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.464;-0.452;-0.433;-0.631;-0.495;0.079;384
8.668;0.297;0.041;0.005;0.7;reg:squarederror;200;3;9;0.5;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.438;-0.495;-0.383;-0.695;-0.503;0.118;385
9.788;0.224;0.036;0.003;0.7;reg:squarederror;200;1;9;0.5;0.7;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.468;-0.552;-0.435;-0.559;-0.503;0.053;386
2.064;0.071;0.039;0.016;0.7;reg:squarederror;100;3;9;0.5;0.25;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.405;-0.434;-0.492;-0.693;-0.506;0.113;387
9.605;0.172;0.027;0.005;0.7;reg:squarederror;200;1;7;0.5;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.480;-0.513;-0.415;-0.717;-0.531;0.113;388
9.613;0.167;0.031;0.004;0.7;reg:squarederror;200;3;7;0.5;1.0;{'subsample': 0.7, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.526;-0.489;-0.465;-0.646;-0.532;0.070;389
2.382;0.103;0.013;0.004;0.5;reg:squarederror;100;10;5;0.5;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.479;-0.522;-0.544;-0.810;-0.589;0.130;390
1.546;0.023;0.016;0.003;0.5;reg:squarederror;100;1;7;0.5;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.518;-0.585;-0.577;-0.731;-0.603;0.079;391
2.814;0.086;0.026;0.003;0.5;reg:squarederror;200;5;5;0.5;0.25;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.25};-0.578;-0.574;-0.452;-0.900;-0.626;0.166;392
4.218;0.129;0.019;0.004;0.5;reg:squarederror;200;3;5;0.5;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.548;-0.661;-0.637;-0.898;-0.686;0.130;393
7.372;0.132;0.029;0.007;0.5;reg:squarederror;200;5;5;0.5;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.678;-0.630;-0.708;-0.847;-0.716;0.081;394
4.419;0.105;0.023;0.001;0.5;reg:squarederror;200;1;7;0.5;0.5;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.5};-0.620;-0.707;-0.660;-0.908;-0.724;0.111;395
4.837;0.199;0.023;0.005;0.5;reg:squarederror;200;1;5;0.5;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.652;-0.696;-0.577;-1.037;-0.741;0.176;396
9.055;0.304;0.030;0.004;0.5;reg:squarederror;200;1;9;0.5;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.729;-0.727;-0.681;-0.978;-0.779;0.117;397
5.424;0.172;0.022;0.002;0.5;reg:squarederror;100;5;9;0.5;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.686;-0.742;-0.650;-1.094;-0.793;0.177;398
10.995;0.287;0.038;0.003;0.5;reg:squarederror;200;3;9;0.5;1.0;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.5, 'colsample_bytree': 1.0};-0.791;-0.827;-0.698;-1.001;-0.829;0.110;399
6.204;0.163;0.027;0.004;0.5;reg:squarederror;200;10;7;0.5;0.7;{'subsample': 0.5, 'objective': 'reg:squarederror', 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.5, 'colsample_bytree': 0.7};-0.722;-0.787;-0.688;-1.245;-0.861;0.225;400
